user id,Week number,Adherence_propensity,Age_band,BMI,Budjet_SAR_per_day,Cooking_skill,Current_fitness_level,Days_per_week,Primary_goal,Sex,Sleep_hours
P01,Week_2026_31,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_32,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_33,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_34,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_35,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_36,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_37,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_38,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_39,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_4,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_40,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_41,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_42,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_43,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_44,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_45,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_46,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_47,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_5,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_6,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_7,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_8,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P01,Week_2026_9,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7
P02,Week_2025_46,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.81
P02,Week_2025_47,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2025_48,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2025_49,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2025_50,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2025_51,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2025_52,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_1,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_10,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_11,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_12,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_13,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_14,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_15,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_16,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_17,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_18,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_19,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_2,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_20,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_21,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_22,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_23,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_24,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_25,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_26,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_27,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_28,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_29,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_3,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_30,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_31,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_32,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_33,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_34,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_35,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_36,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_37,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_38,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_39,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_4,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_40,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_41,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_42,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_43,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_44,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_45,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_46,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_47,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_5,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_6,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_7,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_8,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P02,Week_2026_9,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.5
P03,Week_2025_46,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.64
P03,Week_2025_47,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2025_48,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2025_49,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2025_50,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2025_51,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2025_52,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_1,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_10,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_11,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_12,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_13,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_14,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_15,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_16,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_17,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_18,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_19,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_2,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_20,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_21,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_22,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_23,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_24,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_25,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_26,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_27,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_28,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_29,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_3,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_30,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_31,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_32,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_33,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_34,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_35,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_36,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_37,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_38,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_39,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_4,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_40,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_41,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_42,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_43,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_44,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_45,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_46,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_47,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_5,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_6,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_7,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_8,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P03,Week_2026_9,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.5
P04,Week_2025_46,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,6.98
P04,Week_2025_47,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2025_48,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2025_49,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2025_50,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2025_51,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2025_52,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_1,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_10,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_11,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_12,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_13,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_14,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_15,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_16,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_17,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_18,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_19,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_2,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_20,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_21,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_22,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_23,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_24,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_25,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_26,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_27,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_28,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_29,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_3,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_30,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_31,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_32,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_33,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_34,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_35,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_36,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_37,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_38,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_39,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_4,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_40,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_41,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_42,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_43,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_44,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_45,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_46,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_47,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_5,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_6,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_7,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_8,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P04,Week_2026_9,0.8,18–29,Normal,,intermediate,Intermediate,5,recomposition,F,7
P05,Week_2025_46,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,5.87
P05,Week_2025_47,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2025_48,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2025_49,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2025_50,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2025_51,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2025_52,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_1,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_10,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_11,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_12,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_13,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_14,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_15,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_16,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_17,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_18,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_19,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_2,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_20,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_21,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_22,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_23,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_24,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_25,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_26,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_27,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_28,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_29,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_3,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_30,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_31,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_32,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_33,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_34,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_35,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_36,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_37,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_38,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_39,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_4,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_40,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_41,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_42,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_43,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_44,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_45,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_46,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_47,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_5,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_6,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_7,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_8,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P05,Week_2026_9,0.55,18–29,Obese I,,beginner,Beginner,4,fat_loss,M,6
P06,Week_2025_46,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.39
P06,Week_2025_47,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2025_48,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2025_49,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2025_50,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2025_51,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2025_52,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_1,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_10,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_11,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_12,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_13,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_14,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_15,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_16,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_17,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_18,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_19,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_2,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_20,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_21,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_22,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_23,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
P06,Week_2026_24,0.78,18–29,Normal,,intermediate,Intermediate,5,endurance,F,7.5
