user id,Week number,Adherence_propensity,Age_band,BMI,Budjet_SAR_per_day,Cooking_skill,Current_fitness_level,Days_per_week,Primary_goal,Sex,Sleep_hours
P01,2026-W25,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W26,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W27,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7.1
P01,2026-W28,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W29,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W30,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W31,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W32,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W33,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W34,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.8
P01,2026-W35,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.8
P01,2026-W36,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.9
P01,2026-W37,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7.1
P01,2026-W38,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.9
P01,2026-W39,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7.1
P01,2026-W40,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W41,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,7
P01,2026-W42,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.8
P01,2026-W43,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.7
P01,2026-W44,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.6
P01,2026-W45,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.7
P01,2026-W46,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.6
P01,2026-W47,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.7
P01,2026-W48,0.75,18–29,Normal,40,beginner,Beginner,4,muscle_gain,M,6.8
P01,Week_2025_46,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.05
P01,Week_2025_47,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.27
P01,Week_2025_48,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.53
P01,Week_2025_49,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.61
P01,Week_2025_50,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.78
P01,Week_2025_51,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.88
P01,Week_2025_52,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.91
P01,Week_2026_01,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.79
P01,Week_2026_02,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.89
P01,Week_2026_03,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.03
P01,Week_2026_04,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.15
P01,Week_2026_05,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.09
P01,Week_2026_06,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,7.96
P01,Week_2026_07,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.1
P01,Week_2026_08,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.07
P01,Week_2026_09,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.28
P01,Week_2026_10,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.54
P01,Week_2026_11,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.43
P01,Week_2026_12,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.51
P01,Week_2026_13,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.64
P01,Week_2026_14,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.62
P01,Week_2026_15,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.63
P01,Week_2026_16,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.8
P01,Week_2026_17,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.84
P01,Week_2026_18,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.95
P01,Week_2026_19,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.19
P01,Week_2026_20,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.05
P01,Week_2026_21,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.96
P01,Week_2026_22,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.21
P01,Week_2026_23,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.02
P01,Week_2026_24,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.02
P01,Week_2026_25,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.18
P01,Week_2026_26,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9
P01,Week_2026_27,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.08
P01,Week_2026_28,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.12
P01,Week_2026_29,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.92
P01,Week_2026_30,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.86
P01,Week_2026_31,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,8.89
P01,Week_2026_32,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.04
P01,Week_2026_33,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.02
P01,Week_2026_34,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.3
P01,Week_2026_35,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.5
P01,Week_2026_36,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.66
P01,Week_2026_37,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.8
P01,Week_2026_38,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,9.86
P01,Week_2026_39,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,10.04
P01,Week_2026_40,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,10.17
P01,Week_2026_41,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,10.46
P01,Week_2026_42,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,10.71
P01,Week_2026_43,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,10.85
P01,Week_2026_44,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,11.07
P01,Week_2026_45,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,11.25
P01,Week_2026_46,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,11.32
P01,Week_2026_47,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,11.17
P01,Week_2026_48,0.75,18–29,Normal,,beginner,Beginner,4,muscle_gain,M,11.09
P02,2025-W46,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.4
P02,2025-W47,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.3
P02,2025-W48,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.2
P02,2025-W49,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.3
P02,2025-W50,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.4
P02,2025-W51,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.3
P02,2025-W52,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.2
P02,2026-W01,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W02,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W03,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W04,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.2
P02,2026-W05,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.3
P02,2026-W06,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.4
P02,2026-W07,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.3
P02,2026-W08,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.3
P02,2026-W09,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.2
P02,2026-W10,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.9
P02,2026-W11,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.7
P02,2026-W12,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.9
P02,2026-W13,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W14,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W15,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W16,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W17,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W18,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W19,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.2
P02,2026-W20,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W21,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.8
P02,2026-W22,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.7
P02,2026-W23,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.6
P02,2026-W24,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.7
P02,2026-W25,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.9
P02,2026-W26,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.7
P02,2026-W27,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.6
P02,2026-W28,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.8
P02,2026-W29,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W30,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W31,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W32,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W33,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W34,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W35,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W36,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W37,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.2
P02,2026-W38,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W39,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.9
P02,2026-W40,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W41,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W42,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W43,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W44,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.7
P02,2026-W45,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,6.9
P02,2026-W46,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7.1
P02,2026-W47,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,2026-W48,0.65,18–29,,60,beginner,Beginner,4,muscle_gain,F,7
P02,Week_2025_46,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.53
P02,Week_2025_47,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.52
P02,Week_2025_48,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.76
P02,Week_2025_49,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.83
P02,Week_2025_50,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.69
P02,Week_2025_51,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.56
P02,Week_2025_52,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.59
P02,Week_2026_01,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.48
P02,Week_2026_02,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.32
P02,Week_2026_03,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.2
P02,Week_2026_04,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.35
P02,Week_2026_05,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.23
P02,Week_2026_06,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.14
P02,Week_2026_07,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.13
P02,Week_2026_08,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.37
P02,Week_2026_09,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.53
P02,Week_2026_10,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.36
P02,Week_2026_11,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.22
P02,Week_2026_12,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.41
P02,Week_2026_13,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.6
P02,Week_2026_14,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.68
P02,Week_2026_15,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.56
P02,Week_2026_16,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.68
P02,Week_2026_17,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,7.77
P02,Week_2026_18,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.04
P02,Week_2026_19,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.24
P02,Week_2026_20,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.04
P02,Week_2026_21,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.21
P02,Week_2026_22,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.17
P02,Week_2026_23,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.18
P02,Week_2026_24,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.42
P02,Week_2026_25,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.54
P02,Week_2026_26,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.48
P02,Week_2026_27,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.39
P02,Week_2026_28,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.57
P02,Week_2026_29,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.59
P02,Week_2026_30,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.64
P02,Week_2026_31,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.8
P02,Week_2026_32,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,8.81
P02,Week_2026_33,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.09
P02,Week_2026_34,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.33
P02,Week_2026_35,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.5
P02,Week_2026_36,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.76
P02,Week_2026_37,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.64
P02,Week_2026_38,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.42
P02,Week_2026_39,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.24
P02,Week_2026_40,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.27
P02,Week_2026_41,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.36
P02,Week_2026_42,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.28
P02,Week_2026_43,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.44
P02,Week_2026_44,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.36
P02,Week_2026_45,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.5
P02,Week_2026_46,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.59
P02,Week_2026_47,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.48
P02,Week_2026_48,0.65,18–29,Underweight,,beginner,Beginner,4,muscle_gain,F,9.65
P03,2025-W46,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.6
P03,2025-W47,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.5
P03,2025-W48,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.5
P03,2025-W49,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.5
P03,2025-W50,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.5
P03,2025-W51,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.5
P03,2025-W52,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.4
P03,2026-W01,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.3
P03,2026-W02,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.3
P03,2026-W03,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.2
P03,2026-W04,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6.1
P03,2026-W05,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W06,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.7
P03,2026-W07,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.9
P03,2026-W08,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.65
P03,2026-W09,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.8
P03,2026-W10,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W11,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W12,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W13,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W14,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W15,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W16,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W17,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W18,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W19,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W20,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W21,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W22,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W23,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W24,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W25,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W26,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W27,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W28,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,6
P03,2026-W29,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.7
P03,2026-W30,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.6
P03,2026-W31,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.4
P03,2026-W32,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.5
P03,2026-W33,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.4
P03,2026-W34,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.5
P03,2026-W35,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.5
P03,2026-W36,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,5.3
P03,2026-W37,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.8
P03,2026-W38,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.9
P03,2026-W39,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.8
P03,2026-W40,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.9
P03,2026-W41,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.8
P03,2026-W42,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.9
P03,2026-W43,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.8
P03,2026-W44,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.9
P03,2026-W45,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.7
P03,2026-W46,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.6
P03,2026-W47,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.7
P03,2026-W48,0.6,18–29,,25,beginner,Beginner,3,fat_loss,M,4.6
P03,Week_2025_46,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.52
P03,Week_2025_47,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.36
P03,Week_2025_48,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.2
P03,Week_2025_49,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.44
P03,Week_2025_50,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.33
P03,Week_2025_51,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.52
P03,Week_2025_52,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.39
P03,Week_2026_01,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.17
P03,Week_2026_02,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,5.98
P03,Week_2026_03,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,5.77
P03,Week_2026_04,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,5.85
P03,Week_2026_05,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,5.75
P03,Week_2026_06,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,5.87
P03,Week_2026_07,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.03
P03,Week_2026_08,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.27
P03,Week_2026_09,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.48
P03,Week_2026_10,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.51
P03,Week_2026_11,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.3
P03,Week_2026_12,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.22
P03,Week_2026_13,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.19
P03,Week_2026_14,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.42
P03,Week_2026_15,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.54
P03,Week_2026_16,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.75
P03,Week_2026_17,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.8
P03,Week_2026_18,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.58
P03,Week_2026_19,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.82
P03,Week_2026_20,0.6,18–29,Overweight,,beginner,Beginner,3,fat_loss,M,6.99
